Quarter,Region,State,Purpose,Trips
2011 Q3,Outback,Queensland,Business,129.5512629
2011 Q4,Outback,Queensland,Business,13.1912936
2012 Q1,Outback,Queensland,Business,55.8024024
2012 Q2,Outback,Queensland,Business,73.1899681
2012 Q3,Outback,Queensland,Business,115.8455732
2012 Q4,Outback,Queensland,Business,65.4687819
2013 Q1,Outback,Queensland,Business,31.8518899
2013 Q2,Outback,Queensland,Business,96.124928
2013 Q3,Outback,Queensland,Business,69.6047958
2013 Q4,Outback,Queensland,Business,55.7746989
2014 Q1,Outback,Queensland,Business,48.8358436
2014 Q2,Outback,Queensland,Business,77.5131824
2014 Q3,Outback,Queensland,Business,61.8220044
2014 Q4,Outback,Queensland,Business,83.0726585
2015 Q1,Outback,Queensland,Business,60.5202807
2015 Q2,Outback,Queensland,Business,69.7022892
2015 Q3,Outback,Queensland,Business,80.2921689
2015 Q4,Outback,Queensland,Business,45.4825915
2016 Q1,Outback,Queensland,Business,66.0249671
2016 Q2,Outback,Queensland,Business,44.7392283
2016 Q3,Outback,Queensland,Business,59.8105171
2016 Q4,Outback,Queensland,Business,100.786587
2017 Q1,Outback,Queensland,Business,109.1719525
2017 Q2,Outback,Queensland,Business,77.6411737
2017 Q3,Outback,Queensland,Business,94.6943925
2017 Q4,Outback,Queensland,Business,91.1812808
1998 Q1,Outback,Queensland,Holiday,12.3211524
1998 Q2,Outback,Queensland,Holiday,50.4410433
1998 Q3,Outback,Queensland,Holiday,97.8207464
1998 Q4,Outback,Queensland,Holiday,60.420622
1999 Q1,Outback,Queensland,Holiday,22.1225577
1999 Q2,Outback,Queensland,Holiday,68.5172203
1999 Q3,Outback,Queensland,Holiday,92.579347
1999 Q4,Outback,Queensland,Holiday,44.4102965
2000 Q1,Outback,Queensland,Holiday,36.3090978
2000 Q2,Outback,Queensland,Holiday,68.6605359
2000 Q3,Outback,Queensland,Holiday,78.2076743
2000 Q4,Outback,Queensland,Holiday,28.3214463
2001 Q1,Outback,Queensland,Holiday,26.6095927
2001 Q2,Outback,Queensland,Holiday,88.5738604
2001 Q3,Outback,Queensland,Holiday,70.8061493
2001 Q4,Outback,Queensland,Holiday,51.052894
2002 Q1,Outback,Queensland,Holiday,28.0833002
2002 Q2,Outback,Queensland,Holiday,43.7763876
2002 Q3,Outback,Queensland,Holiday,76.0314694
2002 Q4,Outback,Queensland,Holiday,54.3706441
2003 Q1,Outback,Queensland,Holiday,5.9501123
2003 Q2,Outback,Queensland,Holiday,38.4338169
2003 Q3,Outback,Queensland,Holiday,99.5335065
2003 Q4,Outback,Queensland,Holiday,34.7940364
2004 Q1,Outback,Queensland,Holiday,27.255665
2004 Q2,Outback,Queensland,Holiday,48.1796775
2004 Q3,Outback,Queensland,Holiday,65.2001974
2004 Q4,Outback,Queensland,Holiday,45.3767766
2005 Q1,Outback,Queensland,Holiday,18.6679567
2005 Q2,Outback,Queensland,Holiday,69.2897836
2005 Q3,Outback,Queensland,Holiday,80.8609708
2005 Q4,Outback,Queensland,Holiday,11.5678848
2006 Q1,Outback,Queensland,Holiday,32.812074
2006 Q2,Outback,Queensland,Holiday,42.08346
2006 Q3,Outback,Queensland,Holiday,52.312951
2006 Q4,Outback,Queensland,Holiday,59.547673
2007 Q1,Outback,Queensland,Holiday,27.5211284
2007 Q2,Outback,Queensland,Holiday,45.8666103
2007 Q3,Outback,Queensland,Holiday,98.5306161
2007 Q4,Outback,Queensland,Holiday,55.5043115
2008 Q1,Outback,Queensland,Holiday,35.5711562
2008 Q2,Outback,Queensland,Holiday,55.3162121
2008 Q3,Outback,Queensland,Holiday,54.1792442
2008 Q4,Outback,Queensland,Holiday,44.3960292
2009 Q1,Outback,Queensland,Holiday,12.3447992
2009 Q2,Outback,Queensland,Holiday,66.6544777
2009 Q3,Outback,Queensland,Holiday,89.8760431
2009 Q4,Outback,Queensland,Holiday,26.47393
2010 Q1,Outback,Queensland,Holiday,20.2731621
2010 Q2,Outback,Queensland,Holiday,25.3935885
2010 Q3,Outback,Queensland,Holiday,93.1375392
2010 Q4,Outback,Queensland,Holiday,30.7184889
2011 Q1,Outback,Queensland,Holiday,7.2329882
2011 Q2,Outback,Queensland,Holiday,43.5006823
2011 Q3,Outback,Queensland,Holiday,102.9175241
2011 Q4,Outback,Queensland,Holiday,37.6906488
2012 Q1,Outback,Queensland,Holiday,18.8602724
2012 Q2,Outback,Queensland,Holiday,43.8897592
2012 Q3,Outback,Queensland,Holiday,67.8182927
2012 Q4,Outback,Queensland,Holiday,38.962116
2013 Q1,Outback,Queensland,Holiday,10.6080458
2013 Q2,Outback,Queensland,Holiday,42.5697742
2013 Q3,Outback,Queensland,Holiday,62.9172229
2013 Q4,Outback,Queensland,Holiday,50.0407002
2014 Q1,Outback,Queensland,Holiday,23.4195312
2014 Q2,Outback,Queensland,Holiday,96.7182499
2014 Q3,Outback,Queensland,Holiday,68.0285867
2014 Q4,Outback,Queensland,Holiday,39.1492341
2015 Q1,Outback,Queensland,Holiday,66.023298
2015 Q2,Outback,Queensland,Holiday,24.0110102
2015 Q3,Outback,Queensland,Holiday,87.777873
2015 Q4,Outback,Queensland,Holiday,37.5438631
2016 Q1,Outback,Queensland,Holiday,28.3817349
2016 Q2,Outback,Queensland,Holiday,82.7948775
2016 Q3,Outback,Queensland,Holiday,117.5862552
2016 Q4,Outback,Queensland,Holiday,41.0389896
2017 Q1,Outback,Queensland,Holiday,36.052933
2017 Q2,Outback,Queensland,Holiday,55.9132222
2017 Q3,Outback,Queensland,Holiday,110.1095496
2017 Q4,Outback,Queensland,Holiday,48.7351269
1998 Q1,Outback,Queensland,Other,0
1998 Q2,Outback,Queensland,Other,0
1998 Q3,Outback,Queensland,Other,9.5095267
1998 Q4,Outback,Queensland,Other,0.6700399
1999 Q1,Outback,Queensland,Other,2.9982253
1999 Q2,Outback,Queensland,Other,11.4202748
1999 Q3,Outback,Queensland,Other,13.7011309
1999 Q4,Outback,Queensland,Other,22.550273
2000 Q1,Outback,Queensland,Other,6.9156057
2000 Q2,Outback,Queensland,Other,6.9954804
2000 Q3,Outback,Queensland,Other,0
2000 Q4,Outback,Queensland,Other,10.9316926
2001 Q1,Outback,Queensland,Other,12.3516545
2001 Q2,Outback,Queensland,Other,21.5690812
2001 Q3,Outback,Queensland,Other,3.4851518
2001 Q4,Outback,Queensland,Other,7.5536562
2002 Q1,Outback,Queensland,Other,6.5282016
2002 Q2,Outback,Queensland,Other,5.4773087
2002 Q3,Outback,Queensland,Other,9.3752536
2002 Q4,Outback,Queensland,Other,4.2614077
2003 Q1,Outback,Queensland,Other,5.8004009
2003 Q2,Outback,Queensland,Other,4.6151988
2003 Q3,Outback,Queensland,Other,11.990802
2003 Q4,Outback,Queensland,Other,10.9018239
2004 Q1,Outback,Queensland,Other,5.0460258
2004 Q2,Outback,Queensland,Other,8.9854926
2004 Q3,Outback,Queensland,Other,0.5516786
2004 Q4,Outback,Queensland,Other,6.51873
2005 Q1,Outback,Queensland,Other,8.0810991
2005 Q2,Outback,Queensland,Other,8.9381891
2005 Q3,Outback,Queensland,Other,3.9259193
2005 Q4,Outback,Queensland,Other,12.6099763
2006 Q1,Outback,Queensland,Other,1.925792
2006 Q2,Outback,Queensland,Other,0.765429
2006 Q3,Outback,Queensland,Other,1.767536
2006 Q4,Outback,Queensland,Other,2.510283
2007 Q1,Outback,Queensland,Other,16.8193708
2007 Q2,Outback,Queensland,Other,2.9380806
2007 Q3,Outback,Queensland,Other,2.7061337
2007 Q4,Outback,Queensland,Other,7.9107032
2008 Q1,Outback,Queensland,Other,9.4207121
2008 Q2,Outback,Queensland,Other,0.9978961
2008 Q3,Outback,Queensland,Other,5.2757726
2008 Q4,Outback,Queensland,Other,0
2009 Q1,Outback,Queensland,Other,0
2009 Q2,Outback,Queensland,Other,4.0824315
2009 Q3,Outback,Queensland,Other,0
2009 Q4,Outback,Queensland,Other,0
2010 Q1,Outback,Queensland,Other,3.0338567
2010 Q2,Outback,Queensland,Other,8.0662214
2010 Q3,Outback,Queensland,Other,3.2609045
2010 Q4,Outback,Queensland,Other,0
2011 Q1,Outback,Queensland,Other,0
2011 Q2,Outback,Queensland,Other,1.67776
2011 Q3,Outback,Queensland,Other,5.6385471
2011 Q4,Outback,Queensland,Other,1.8954646
2012 Q1,Outback,Queensland,Other,4.9213934
2012 Q2,Outback,Queensland,Other,0
2012 Q3,Outback,Queensland,Other,8.9270069
2012 Q4,Outback,Queensland,Other,6.2974501
2013 Q1,Outback,Queensland,Other,15.134385
2013 Q2,Outback,Queensland,Other,0
2013 Q3,Outback,Queensland,Other,0.9525842
2013 Q4,Outback,Queensland,Other,8.5293448
2014 Q1,Outback,Queensland,Other,0
2014 Q2,Outback,Queensland,Other,0
2014 Q3,Outback,Queensland,Other,10.7221195
2014 Q4,Outback,Queensland,Other,3.3933273
2015 Q1,Outback,Queensland,Other,13.4992788
2015 Q2,Outback,Queensland,Other,7.309775
2015 Q3,Outback,Queensland,Other,4.5736283
2015 Q4,Outback,Queensland,Other,9.5373798
2016 Q1,Outback,Queensland,Other,1.765457
2016 Q2,Outback,Queensland,Other,8.6996653
2016 Q3,Outback,Queensland,Other,1.5951028
2016 Q4,Outback,Queensland,Other,4.9620109
2017 Q1,Outback,Queensland,Other,10.5657465
2017 Q2,Outback,Queensland,Other,15.102543
2017 Q3,Outback,Queensland,Other,1.6818517
2017 Q4,Outback,Queensland,Other,7.6440015
1998 Q1,Outback,Queensland,Visiting,18.9674461
1998 Q2,Outback,Queensland,Visiting,46.9141328
1998 Q3,Outback,Queensland,Visiting,25.0687858
1998 Q4,Outback,Queensland,Visiting,23.8356761
1999 Q1,Outback,Queensland,Visiting,20.1857376
1999 Q2,Outback,Queensland,Visiting,39.5503058
1999 Q3,Outback,Queensland,Visiting,30.6371469
1999 Q4,Outback,Queensland,Visiting,48.7750165
2000 Q1,Outback,Queensland,Visiting,23.4409644
2000 Q2,Outback,Queensland,Visiting,59.5314994
2000 Q3,Outback,Queensland,Visiting,44.1929342
2000 Q4,Outback,Queensland,Visiting,35.1648522
2001 Q1,Outback,Queensland,Visiting,17.8014825
2001 Q2,Outback,Queensland,Visiting,25.0912598
2001 Q3,Outback,Queensland,Visiting,25.2245593
2001 Q4,Outback,Queensland,Visiting,24.9354616
2002 Q1,Outback,Queensland,Visiting,24.3777623
2002 Q2,Outback,Queensland,Visiting,33.0616726
2002 Q3,Outback,Queensland,Visiting,50.8945122
2002 Q4,Outback,Queensland,Visiting,22.6503998
2003 Q1,Outback,Queensland,Visiting,27.2319842
2003 Q2,Outback,Queensland,Visiting,51.1613324
2003 Q3,Outback,Queensland,Visiting,55.3890965
2003 Q4,Outback,Queensland,Visiting,36.912949
2004 Q1,Outback,Queensland,Visiting,27.3257152
2004 Q2,Outback,Queensland,Visiting,18.7094365
2004 Q3,Outback,Queensland,Visiting,56.3850533
2004 Q4,Outback,Queensland,Visiting,24.2902883
2005 Q1,Outback,Queensland,Visiting,35.1327864
2005 Q2,Outback,Queensland,Visiting,41.1010019
2005 Q3,Outback,Queensland,Visiting,15.4838392
2005 Q4,Outback,Queensland,Visiting,70.5820587
2006 Q1,Outback,Queensland,Visiting,32.172451
2006 Q2,Outback,Queensland,Visiting,40.361453
2006 Q3,Outback,Queensland,Visiting,47.743329
2006 Q4,Outback,Queensland,Visiting,47.34002
2007 Q1,Outback,Queensland,Visiting,49.4653276
2007 Q2,Outback,Queensland,Visiting,41.6000554
2007 Q3,Outback,Queensland,Visiting,21.5150527
2007 Q4,Outback,Queensland,Visiting,50.6376907
2008 Q1,Outback,Queensland,Visiting,36.0592724
2008 Q2,Outback,Queensland,Visiting,33.0968536
2008 Q3,Outback,Queensland,Visiting,49.3041858
2008 Q4,Outback,Queensland,Visiting,12.6589545
2009 Q1,Outback,Queensland,Visiting,4.1924425
2009 Q2,Outback,Queensland,Visiting,28.4547177
2009 Q3,Outback,Queensland,Visiting,41.3789252
2009 Q4,Outback,Queensland,Visiting,14.4311491
2010 Q1,Outback,Queensland,Visiting,21.6522779
2010 Q2,Outback,Queensland,Visiting,36.5348986
2010 Q3,Outback,Queensland,Visiting,30.542405
2010 Q4,Outback,Queensland,Visiting,12.2774039
2011 Q1,Outback,Queensland,Visiting,1.3483477
2011 Q2,Outback,Queensland,Visiting,28.7424473
2011 Q3,Outback,Queensland,Visiting,26.5884321
2011 Q4,Outback,Queensland,Visiting,14.4688992
2012 Q1,Outback,Queensland,Visiting,31.4883634
2012 Q2,Outback,Queensland,Visiting,32.5508496
2012 Q3,Outback,Queensland,Visiting,40.4915984
2012 Q4,Outback,Queensland,Visiting,32.7061961
2013 Q1,Outback,Queensland,Visiting,23.0207133
2013 Q2,Outback,Queensland,Visiting,23.4780825
2013 Q3,Outback,Queensland,Visiting,11.3795301
2013 Q4,Outback,Queensland,Visiting,47.0324037
2014 Q1,Outback,Queensland,Visiting,30.0663205
2014 Q2,Outback,Queensland,Visiting,13.4751563
2014 Q3,Outback,Queensland,Visiting,49.8910623
2014 Q4,Outback,Queensland,Visiting,41.3721721
2015 Q1,Outback,Queensland,Visiting,20.0353776
2015 Q2,Outback,Queensland,Visiting,38.5004096
2015 Q3,Outback,Queensland,Visiting,26.7107547
2015 Q4,Outback,Queensland,Visiting,49.3433378
2016 Q1,Outback,Queensland,Visiting,30.4702628
2016 Q2,Outback,Queensland,Visiting,55.0879954
2016 Q3,Outback,Queensland,Visiting,30.9344599
2016 Q4,Outback,Queensland,Visiting,28.6532538
2017 Q1,Outback,Queensland,Visiting,28.1468493
2017 Q2,Outback,Queensland,Visiting,39.3855315
2017 Q3,Outback,Queensland,Visiting,58.5223919
2017 Q4,Outback,Queensland,Visiting,38.1645247
1998 Q1,Outback NSW,New South Wales,Business,48.6532213
1998 Q2,Outback NSW,New South Wales,Business,34.1530105
1998 Q3,Outback NSW,New South Wales,Business,40.6921479
1998 Q4,Outback NSW,New South Wales,Business,92.0156939
1999 Q1,Outback NSW,New South Wales,Business,11.3003545
1999 Q2,Outback NSW,New South Wales,Business,49.6657295
1999 Q3,Outback NSW,New South Wales,Business,83.9671937
1999 Q4,Outback NSW,New South Wales,Business,38.7244586
2000 Q1,Outback NSW,New South Wales,Business,49.3805123
2000 Q2,Outback NSW,New South Wales,Business,32.093196
2000 Q3,Outback NSW,New South Wales,Business,58.3393421
2000 Q4,Outback NSW,New South Wales,Business,23.7808599
2001 Q1,Outback NSW,New South Wales,Business,22.1531394
2001 Q2,Outback NSW,New South Wales,Business,17.6672637
2001 Q3,Outback NSW,New South Wales,Business,19.9925619
2001 Q4,Outback NSW,New South Wales,Business,12.8165971
2002 Q1,Outback NSW,New South Wales,Business,51.0423452
2002 Q2,Outback NSW,New South Wales,Business,34.9080692
2002 Q3,Outback NSW,New South Wales,Business,22.442956
2002 Q4,Outback NSW,New South Wales,Business,27.9422523
2003 Q1,Outback NSW,New South Wales,Business,23.438718
2003 Q2,Outback NSW,New South Wales,Business,17.8681073
2003 Q3,Outback NSW,New South Wales,Business,17.4742071
2003 Q4,Outback NSW,New South Wales,Business,14.9873819
2004 Q1,Outback NSW,New South Wales,Business,20.0759812
2004 Q2,Outback NSW,New South Wales,Business,35.9460566
2004 Q3,Outback NSW,New South Wales,Business,21.1087958
2004 Q4,Outback NSW,New South Wales,Business,23.8513838
2005 Q1,Outback NSW,New South Wales,Business,11.5810017
2005 Q2,Outback NSW,New South Wales,Business,13.959535
2005 Q3,Outback NSW,New South Wales,Business,33.4613492
2005 Q4,Outback NSW,New South Wales,Business,9.3475915
2006 Q1,Outback NSW,New South Wales,Business,1.3833
2006 Q2,Outback NSW,New South Wales,Business,16.546536
2006 Q3,Outback NSW,New South Wales,Business,19.101548
2006 Q4,Outback NSW,New South Wales,Business,8.38368
2007 Q1,Outback NSW,New South Wales,Business,19.2292338
2007 Q2,Outback NSW,New South Wales,Business,17.207891
2007 Q3,Outback NSW,New South Wales,Business,18.4682927
2007 Q4,Outback NSW,New South Wales,Business,6.3385588
2008 Q1,Outback NSW,New South Wales,Business,18.0442636
2008 Q2,Outback NSW,New South Wales,Business,53.7796067
2008 Q3,Outback NSW,New South Wales,Business,20.450674
2008 Q4,Outback NSW,New South Wales,Business,21.1409778
2009 Q1,Outback NSW,New South Wales,Business,10.0459115
2009 Q2,Outback NSW,New South Wales,Business,12.8059158
2009 Q3,Outback NSW,New South Wales,Business,33.3086786
2009 Q4,Outback NSW,New South Wales,Business,24.0634634
2010 Q1,Outback NSW,New South Wales,Business,15.7372112
2010 Q2,Outback NSW,New South Wales,Business,17.7640947
2010 Q3,Outback NSW,New South Wales,Business,35.9818147
2010 Q4,Outback NSW,New South Wales,Business,27.0782413
2011 Q1,Outback NSW,New South Wales,Business,17.727064
2011 Q2,Outback NSW,New South Wales,Business,21.2198104
2011 Q3,Outback NSW,New South Wales,Business,10.0997115
2011 Q4,Outback NSW,New South Wales,Business,19.4624387
2012 Q1,Outback NSW,New South Wales,Business,4.1506416
2012 Q2,Outback NSW,New South Wales,Business,15.5569222
2012 Q3,Outback NSW,New South Wales,Business,16.8588305
2012 Q4,Outback NSW,New South Wales,Business,12.7178546
2013 Q1,Outback NSW,New South Wales,Business,5.3782856
2013 Q2,Outback NSW,New South Wales,Business,29.8644816
2013 Q3,Outback NSW,New South Wales,Business,14.6167869
2013 Q4,Outback NSW,New South Wales,Business,27.295869
2014 Q1,Outback NSW,New South Wales,Business,8.7149989
2014 Q2,Outback NSW,New South Wales,Business,23.2147622
2014 Q3,Outback NSW,New South Wales,Business,35.6121925
2014 Q4,Outback NSW,New South Wales,Business,47.9188048
2015 Q1,Outback NSW,New South Wales,Business,8.7313572
2015 Q2,Outback NSW,New South Wales,Business,31.231121
2015 Q3,Outback NSW,New South Wales,Business,50.879074
2015 Q4,Outback NSW,New South Wales,Business,41.9174281
2016 Q1,Outback NSW,New South Wales,Business,32.3779004
2016 Q2,Outback NSW,New South Wales,Business,31.4566024
2016 Q3,Outback NSW,New South Wales,Business,37.9542047
2016 Q4,Outback NSW,New South Wales,Business,53.3703893
2017 Q1,Outback NSW,New South Wales,Business,51.5088427
2017 Q2,Outback NSW,New South Wales,Business,30.9724898
2017 Q3,Outback NSW,New South Wales,Business,45.3174856
2017 Q4,Outback NSW,New South Wales,Business,34.3296443
1998 Q1,Outback NSW,New South Wales,Holiday,24.5278871
1998 Q2,Outback NSW,New South Wales,Holiday,63.249258
1998 Q3,Outback NSW,New South Wales,Holiday,40.8858592
1998 Q4,Outback NSW,New South Wales,Holiday,58.7494056
1999 Q1,Outback NSW,New South Wales,Holiday,19.4653225
1999 Q2,Outback NSW,New South Wales,Holiday,54.3473965
1999 Q3,Outback NSW,New South Wales,Holiday,74.5191961
1999 Q4,Outback NSW,New South Wales,Holiday,56.6298031
2000 Q1,Outback NSW,New South Wales,Holiday,26.5145125
2000 Q2,Outback NSW,New South Wales,Holiday,40.0830275
2000 Q3,Outback NSW,New South Wales,Holiday,96.6050907
2000 Q4,Outback NSW,New South Wales,Holiday,33.0553058
2001 Q1,Outback NSW,New South Wales,Holiday,31.8552618
2001 Q2,Outback NSW,New South Wales,Holiday,44.7713908
2001 Q3,Outback NSW,New South Wales,Holiday,97.3775168
2001 Q4,Outback NSW,New South Wales,Holiday,46.8523894
2002 Q1,Outback NSW,New South Wales,Holiday,28.0699885
2002 Q2,Outback NSW,New South Wales,Holiday,52.7246808
2002 Q3,Outback NSW,New South Wales,Holiday,81.625992
2002 Q4,Outback NSW,New South Wales,Holiday,56.8266878
2003 Q1,Outback NSW,New South Wales,Holiday,20.9439612
2003 Q2,Outback NSW,New South Wales,Holiday,55.0365456
2003 Q3,Outback NSW,New South Wales,Holiday,76.4157183
2003 Q4,Outback NSW,New South Wales,Holiday,60.59819
2004 Q1,Outback NSW,New South Wales,Holiday,23.8647832
2004 Q2,Outback NSW,New South Wales,Holiday,52.6664392
2004 Q3,Outback NSW,New South Wales,Holiday,63.0710335
2004 Q4,Outback NSW,New South Wales,Holiday,25.453226
2005 Q1,Outback NSW,New South Wales,Holiday,19.8778046
2005 Q2,Outback NSW,New South Wales,Holiday,41.7045173
2005 Q3,Outback NSW,New South Wales,Holiday,43.9609678
2005 Q4,Outback NSW,New South Wales,Holiday,49.768423
2006 Q1,Outback NSW,New South Wales,Holiday,48.369837
2006 Q2,Outback NSW,New South Wales,Holiday,38.204749
2006 Q3,Outback NSW,New South Wales,Holiday,48.446934
2006 Q4,Outback NSW,New South Wales,Holiday,54.03698
2007 Q1,Outback NSW,New South Wales,Holiday,17.8863167
2007 Q2,Outback NSW,New South Wales,Holiday,43.4493918
2007 Q3,Outback NSW,New South Wales,Holiday,50.9613122
2007 Q4,Outback NSW,New South Wales,Holiday,33.4169153
2008 Q1,Outback NSW,New South Wales,Holiday,32.4184451
2008 Q2,Outback NSW,New South Wales,Holiday,61.6961421
2008 Q3,Outback NSW,New South Wales,Holiday,54.1149939
2008 Q4,Outback NSW,New South Wales,Holiday,57.2222346
2009 Q1,Outback NSW,New South Wales,Holiday,24.1479084
2009 Q2,Outback NSW,New South Wales,Holiday,38.1360527
2009 Q3,Outback NSW,New South Wales,Holiday,73.0205017
2009 Q4,Outback NSW,New South Wales,Holiday,26.3699291
2010 Q1,Outback NSW,New South Wales,Holiday,20.1268354
2010 Q2,Outback NSW,New South Wales,Holiday,52.5333577
2010 Q3,Outback NSW,New South Wales,Holiday,79.8974127
2010 Q4,Outback NSW,New South Wales,Holiday,39.2763524
2011 Q1,Outback NSW,New South Wales,Holiday,23.6697344
2011 Q2,Outback NSW,New South Wales,Holiday,30.633169
2011 Q3,Outback NSW,New South Wales,Holiday,90.8257274
2011 Q4,Outback NSW,New South Wales,Holiday,25.8602425
2012 Q1,Outback NSW,New South Wales,Holiday,21.648369
2012 Q2,Outback NSW,New South Wales,Holiday,49.4338995
2012 Q3,Outback NSW,New South Wales,Holiday,46.3907552
2012 Q4,Outback NSW,New South Wales,Holiday,42.7389092
2013 Q1,Outback NSW,New South Wales,Holiday,22.0216745
